experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF1,b6e8f60c-8f39-46ab-ac60-0bc6e4b4591b,J23116,-1257:-1291,0
EF1,35204e41-0b74-44e2-bf0b-bce68136e0d0,pac;J23118;symE;T2_L3S2P21,1:717;787:821;857:1204;1208:1268,0
EF1,a66f86ce-8327-4722-b114-e9c69654a1fa,J23116,1114:1148,0
EF1,dead04b0-2ffc-4087-bc49-6c5f7add44bd,symE;T2_L3S2P21;J23113;pac;T1_L3S2P55;J23107;RBSc58,18:81;85:139;2579:2610;2649:5174;5178:5230;5246:5280;5284:5314,0
EF1,7d038ad2-284e-4677-b89a-ac1de92f0ff0,T2_L3S2P21;symE;J23102,-793:-852;-856:-1191;-1226:-1260,0
EF1,aa0e0ded-e8ed-43e3-9403-fe49f8991881,J23116;RBSc36;J23107;RBSc58;symE,1272:1306;1310:1340;1379:1413;1417:1447;1448:1792,0
EF1,f7682726-efc2-426b-bf17-5b044d1122ba,J23116,-684:-718,0
EF1,4b081b66-da08-4884-ad3b-50c747f279c0,J23116,233:267,0
EF1,c8a67417-a127-4115-9cfb-c1ef77264ae4,J23113,887:921,0
EF1,b3602493-9d81-4465-adcb-26177e7d1553,symE;RBSc44;J23116;T1_L3S2P55;pac,-7:-199;-200:-229;-233:-267;-278:-334;338:2870,0
EF1,67289aff-785b-4a5e-8b22-ad1742f26b88,J23116;J23107;T2_L3S2P21;symE;T1_L3S2P55;pac,-2003:-2037;-4250:-4284;-6736:-6796;-6800:-7133;-7211:-7267;-7271:-7830,0
EF1,4ad70095-e38a-4e92-baad-f256e015f694,J23113,540:574,0
EF1,b157498b-d2ec-4302-8ac9-f17dcee152cb,pac;T1_L3S2P55;J23107;RBSc42;symE;T2_L3S2P21,1:1380;1413:1467;1478:1512;1516:1546;1547:1885;1889:1941,0
EF1,77cc59d5-7573-4590-83c5-3b56b00562d6,J23113,704:738,0
EF1,e6e015f2-5ab0-4fdb-b87c-99f67a12dbef,J23116;RBSc36;pac,1541:1575;1579:1609;1610:2774,0
EF1,9b326abf-2eff-48fc-8b41-18fb0ca1f770,pac;J23102;symE;J23113,-17:-733;-767:-801;-3311:-3649;-3684:-3719,0
EF1,6216f318-8342-4ac2-b7f3-ca2aa124ff89,J23116,20:54,0
EF1,63c75131-d4f6-4eae-8596-e1b284672a1f,pac;RBSc36;J23116,-1:-106;-107:-137;-141:-175,0
EF1,d19726fb-c766-4b06-8ec3-fb1e684caf87,J23116,-954:-988,0
EF1,622a6478-ab28-467a-bcca-bb09946d5368,RBSc36;J23116,-2:-32;-36:-70,0
EF1,43a2d28f-7020-4efb-ba0d-be84b5d85e9f,T1_L3S2P55;symE;T2_L3S2P21;J23107;RBSc36;pac,2389:2445;2525:2863;2867:2926;5371:5405;5409:5439;5440:5578,0
EF1,f9ced857-ed23-460a-a864-972fb328e5e0,pac;T1_L3S2P55;J23113;RBSc36;symE,1:448;452:508;519:553;557:587;588:641,0
EF1,4685cf75-cb8c-419e-a472-4eec6ad948f8,pac;T1_L3S2P55;RBSc42;symE;T2_L3S2P21;J23102;RBSc36,1:311;315:370;419:449;450:787;791:850;3299:3333;3337:3367,0
EF1,42c0626e-f1d4-4abe-9e4e-206d29c7aa16,pac;T1_L3S2P55;J23113;symE;T2_L3S2P21,1:407;411:467;478:512;544:882;886:946,0
EF1,6ae574e7-7175-46b3-b368-76d1a3309850,J23113,-907:-941,0
EF1,0be229a2-133b-42ff-a2fb-42b3905189b1,pac;RBSc36;J23118,-1:-1173;-1174:-1204;-1208:-1242,0
EF1,8e0dc7d8-59cf-48b2-951b-f01f5798f9f0,pac;RBSc36;J23118;T2_L3S2P21;symE,-1:-1166;-1167:-1197;-1201:-1235;-3679:-3738;-3742:-4080,0
EF1,9175fd9b-7c64-40b2-98e8-ce2f9f38d896,pac;J23116,-1:-112;-148:-182,0
EF1,fa2a6378-5d29-4d43-95d0-235644ed33c7,pac;RBSc36;J23107,-1:-527;-528:-558;-562:-596,0
EF1,ec4a5496-556d-4244-91fc-75d842bb5bbe,J23116,-49:-83,0
EF1,8237ed54-333f-4a51-9158-7e32619fa7df,J23107;RBSc36;pac,916:950;954:984;985:2367,0
EF1,c2e3743b-baa1-437d-9b7d-baffe234d14c,J23116,140:174,0
EF1,6da4cc63-f3a1-44be-b570-f161747aab2b,T2_L3S2P21;symE;J23102,-1924:-1985;-1989:-2326;-2534:-2568,0
EF1,5fed6586-3d40-44d9-a2d9-1c0ff5352258,J23116,1054:1088,0
EF1,bd51b9dc-1249-4c06-876d-72fe66aa8e3b,J23116,1339:1373,0
EF1,2be0b7d4-4325-4356-b954-3e52c08dea08,J23107,21:55,0
EF1,2de708e3-853e-4dc3-ad4d-fcc58eee8c1b,T1_L3S2P55;J23107;RBSc58;symE;J23116;RBSc36;pac,1741:1781;1803:1837;1841:1871;1872:2207;4708:4739;4748:4776;4777:5395,0
EF1,cb35f88a-9b0e-4678-bd54-ea406288496f,RBSc36;J23116;T2_L3S2P21;symE;J23107;T1_L3S2P55;pac,-2171:-2201;-2205:-2239;-4678:-4738;-4744:-5080;-5115:-5149;5160:5211;-5360:-5415,0
EF1,797cc66a-febb-4361-b430-f50f41db41e0,J23102;RBSc36;pac;T1_L3S2P55;symE;T2_L3S2P21,779:813;817:847;848:3384;3388:3444;3454:3789;3793:3853,0
EF1,e34a714c-3a0a-44a2-9206-46edbda35b6c,J23107,-858:-892,0
EF1,4784361f-ec0f-49bc-9275-31c3d7a2bfc3,J23116,-1258:-1292,0
EF1,08833faa-7d56-400d-98f6-a9fbfa9c0286,J23116,-299:-333,0
EF1,4be9ba8c-6f30-437a-9e85-331efb76f3dd,T2_L3S2P21;symE;RBSc42;J23113,-129:-189;-193:-532;-533:-563;-567:-599,0
EF1,f1a6ebd8-6ecb-4e74-87c1-d8cfb71f06c2,J23116,1251:1285,0
EF1,fbf1b5bd-34fa-4979-bb4e-04d7c4c9673d,symE;J23118;T1_L3S2P55;pac,-1:-47;-83:-117;-128:-184;-188:-1145,0
EF1,3faafaa3-94e4-40a1-aa45-f8f23e7943f5,pac;T1_L3S2P55;J23113;RBSc36;symE;T2_L3S2P21,1576:4099;4103:4159;4170:4204;4208:4238;4239:4577;4581:4641,0
EF1,60afa597-acd1-4300-bd0c-1ef432361303,pac;T1_L3S2P55;J23118;symE;T2_L3S2P21,11:420;424:480;491:525;560:894;898:939,0
EF1,7d9a8e6f-21fe-46c9-a975-ff0cecfefaf2,J23116,-195:-229,0
EF1,3292e7c6-77e9-430c-b098-af4bd9e9767c,J23107,-1178:-1212,0
EF1,abc6a0c6-db1d-4147-a872-44ead56604cf,J23107;RBSc36;pac,1404:1438;1442:1472;1473:2675,0
EF1,60ed0dcf-0198-4168-9163-e79bcfffc1f4,pac;RBSc36;J23116,-1:-170;-171:-201;-205:-239,0
EF1,ae0a0302-62da-4637-b20e-c5c715ec7c2e,J23118;RBSc36;pac,86:120;124:154;155:319,0
EF1,7ed6ff0e-a093-4da1-9fd2-e1418e1e3b16,J23107,-2183:-2217,0
EF1,65dcd5ce-766c-4651-8a68-919545f7ccae,pac;T1_L3S2P55;J23118;RBSc42;symE;T2_L3S2P21,21:1309;1313:1369;1380:1414;1418:1448;1449:1786;1790:1845,0
EF1,156c3df8-89ab-4428-bcdd-fd973be8114b,J23116,1972:2006,0
EF1,84c59ff6-8ab9-4fb4-9f76-d801f1730d85,T2_L3S2P21;symE;RBSc13;J23113;T1_L3S2P55;pac,-1375:-1434;-1438:-1779;-1780:-1810;-1814:-1848;-1859:-1905;-1916:-2364,0
EF1,bd30e2ea-e9df-4a07-9acd-260843dd84d9,pac;J23118;RBSc36;symE,1:819;830:864;868:898;899:977,0
EF1,79c63994-4caa-4f46-b4e1-4dae65c744bc,T2_L3S2P21;symE;J23107;T1_L3S2P55;pac;RBSc36;J23113,-1218:-1278;-1282:-1620;-1654:-1688;-1699:-1753;-1759:-4294;-4295:-4325;-4329:-4363,0
EF1,352781b5-ad33-4a7c-b7bc-c28073575b20,J23116,-410:-444,0
EF1,cc6aa75c-5672-4271-85c9-d51dc3ecfca9,pac;T1_L3S2P55;J23116;RBSc36;symE,1:1394;1398:1438;1461:1495;1499:1529;1530:1700,0
EF1,615235c8-2c45-4acc-baf4-dd3be477f61d,J23116,-2046:-2080,0
EF1,08abec41-7680-4e9a-aae5-a4100a415249,pac;T1_L3S2P55;J23113;RBSc36;symE;T2_L3S2P21,1:714;718:774;785:819;823:853;854:1192;1196:1256,0
EF1,ec33f580-7bc9-4f48-9016-babd97b5a808,J23116;pac,435:469;506:797,0
EF1,93f95239-50b1-48ca-8128-7f724172e501,J23107,946:980,0
EF1,1034973c-f883-4b59-8161-0494c7a67a27,J23116,321:355,0
EF1,ce563dd5-a1ea-48d2-b7d2-a42dee3c28c6,T2_L3S2P21;symE;RBSc42;J23118;T1_L3S2P55;pac,-5:-65;-69:-407;-408:-438;-442:-476;-487:-542;-546:-2899,0
EF1,2591f05f-8405-44ed-874b-0e2597a7fd97,J23116,-706:-740,0
EF1,f74d7f9d-c357-4518-8a08-8223f588ce94,J23116;pac;T1_L3S2P55;RBSc36;symE;T2_L3S2P21,47:81;116:2655;2659:2715;2763:2793;2794:3132;3136:3182,0
EF1,37e06472-117d-4786-b8f8-4f777f9c3329,RBSc13;J23113;T1_L3S2P55;pac;RBSc36,-273:-303;-307:-341;-352:-408;-412:-2946;-2947:-2977,0
EF1,897d8425-0d88-48e0-b74f-d345e8cb17ce,J23116,-688:-722,0
EF1,4440c1e2-b47e-4d4f-8324-67843888ee46,J23118;pac;J23107;RBSc42;symE;T2_L3S2P21,66:100;136:2655;2726:2760;2764:2794;2795:3134;3138:3198,0
EF1,cc77371e-e394-4208-8920-fb19165b1b6e,J23116,-926:-960,0
EF1,62c01019-9dfd-427f-89c8-c330eea50bcc,J23116,1671:1705,0
EF1,3f059ef6-e27f-4c5b-b5b4-1582e1c86b2d,pac;T1_L3S2P55;J23116;RBSc44;symE,-1:-1941;1945:2001;2012:2046;2050:2079;2080:2418,0
EF1,1fd2e24b-e397-4abc-b7c2-87891d25880f,T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21;J23107;pac,1994:2050;2061:2095;2099:2129;2130:2431;2467:2522;4959:4993;5029:5564,0
EF1,ee06381a-3860-4c36-bac0-4336fd48feb3,T1_L3S2P55;J23107;symE;T2_L3S2P21;J23116;RBSc36;pac,1524:1580;1592:1626;1661:1989;1999:2054;4494:4528;4532:4562;4563:5547,0
EF1,9853d134-b39d-4ebd-9e7f-694783599951,J23107,878:912,0
EF1,d3537284-0909-4dc3-b591-e533524876ad,J23107,307:341,0
EF1,a4059667-6a8e-475a-ba35-8c694a6cf621,J23118;pac,1196:1230;1266:1420,0
EF1,0c8623e1-62ca-43a3-bf7f-6ba7e3e60005,J23116,-228:-262,0
EF1,e013f039-24b6-44d9-a887-320922e0a14b,pac;RBSc36;J23107,-1:-935;-936:-966;-970:-1004,0
EF1,0a3254bf-e4db-4467-97b9-5d3d1790b422,J23107;RBSc36;pac;T1_L3S2P55;J23113;RBSc42;symE;T2_L3S2P21,191:225;229:259;260:2788;2792:2835;2856:2890;2894:2924;2925:3262;3266:3326,0
EF1,6ee3c8d5-82d6-4c69-9da0-e6a26c853bf1,J23116,-778:-812,0
EF1,d1e5f8dd-5c77-4453-8ce6-65c51f8b8406,J23116;RBSc36;pac,204:238;242:272;273:351,0
EF1,dd184870-6b4b-4299-954d-8b89f40ae724,T1_L3S2P55;J23107;symE;T2_L3S2P21;J23113;RBSc36;pac,1510:1565;1576:1610;1646:1984;1988:2048;4500:4534;4538:4568;4569:5599,0
EF1,7d96ce82-c176-42d0-b3f8-2fe28fbf2ce2,T2_L3S2P21;symE;J23118;T1_L3S2P55;pac,-836:-896;-900:-1238;-1271:-1305;-1316:-1371;-1375:-1487,0
EF1,45acbfd6-bad8-47ec-936a-cd639b2e71c1,T2_L3S2P21;symE;J23113;J23102,-28:-86;-89:-426;-459:-493;-704:-738,0
EF1,9b60aa66-7b37-4e27-9215-43e76f7752f1,T1_L3S2P55;J23116;symE;T2_L3S2P21;RBSc36;pac,1641:1696;1707:1741;1776:2109;2118:2176;4675:4705;4706:5177,0
EF1,80990228-de45-42b1-8613-91d5495e1c3f,T1_L3S2P55;RBSc13;symE;T2_L3S2P21;J23113;RBSc36;pac,1971:2027;2076:2106;2107:2445;2449:2504;4957:4991;4995:5025;5026:5404,0
EF1,37cc82d2-e67e-4334-bb1a-f30eb9fa2424,J23107,792:825,0
EF1,33ce862d-ae3e-4d7d-b9c6-e23d54f5f508,J23116,1304:1338,0
EF1,0f26637b-ea03-46a0-9e84-e6fb761a9200,symE;RBSc58;J23107;pac,-1:-331;-332:-362;-366:-400;-470:-1065,0
EF1,28e919f3-8d43-49b2-aefb-5d51b16b56ce,pac;J23116,-1:-587;-621:-655,0
EF1,c052e903-caaa-4b64-bd5e-a8ac8c041572,symE;RBSc44;J23116;pac,-1:-63;-64:-93;97:128;-193:-957,0
EF1,5c14e597-165a-4c66-ae54-d89a23668f4b,J23116;pac;T1_L3S2P55;J23118;RBSc36;symE;T2_L3S2P21,1282:1316;1351:3891;3895:3951;3962:3996;4000:4030;4031:4369;4373:4434,0
EF1,73475b96-8d4a-41e2-b44c-e59bcfd0efb6,J23107,1012:1046,0
EF1,15f12dbd-c66b-402c-ae79-ff614b35a2dc,RBSc36;J23113;T2_L3S2P21;symE;J23118;T1_L3S2P55;pac,-1554:-1584;-1588:-1622;-4057:-4097;-4114:-4446;-4481:-4515;-4536:-4574;-4588:-5554,0
EF1,ee5476c3-3cfb-40b0-812e-993c62e2036b,pac;T1_L3S2P55;J23113;symE;T2_L3S2P21,6:175;179:235;246:280;-316:-647;651:711,0
EF1,abe46856-85bd-4d47-a236-b92dd058dcd7,J23116,-892:-926,0
EF1,ff255ed7-5394-4a00-8bbb-a135bd76b62f,T2_L3S2P21;symE;J23107,-305:-365;-369:-707;-742:-776,0
EF1,064c7ea0-5bbd-4b8d-bb25-d3ff4e86646e,symE;RBSc33;J23116;T1_L3S2P55;pac;RBSc36,-388:-726;-727:-757;-761:-795;806:857;-866:-3403;-3404:-3434,0
EF1,fa80a48c-da6e-47f5-8f79-564dc6641b61,J23107;RBSc36;pac;T1_L3S2P55,342:376;380:410;411:2950;2954:3005,0
EF1,85784606-8807-4c7c-93c6-a60038569f86,pac;RBSc36;J23116,-17:-689;-690:-720;-724:-758,0
EF1,9ee82c3c-8e05-4fa9-8d48-666ae4d11ee5,J23116,-1317:-1351,0
EF1,c4555eca-8421-4919-abd6-10309c072a50,symE;RBSc58;J23107;T1_L3S2P55;pac,-1:-75;-76:-106;-110:-144;-155:-211;-215:-624,0
EF1,e9427c93-fb2e-438d-b1f4-4c16d65799ee,T1_L3S2P55;J23116;symE;T2_L3S2P21;J23118;RBSc36;pac,1272:1328;1339:1373;1408:1747;1751:1811;4240:4274;4278:4308;4309:5565,0
EF1,3232bbee-6c8b-4006-9a78-bad28a14769f,symE;J23113;T1_L3S2P55;pac,-10:-82;-117:-151;-162:-218;-222:-456,0
EF1,41d1cc9e-1949-4b55-8872-40af0fd79a7a,symE;RBSc42;J23113;T1_L3S2P55,-1:-324;-325:-355;-359:-393;-404:-460,0
EF1,2e570e67-cff5-44bf-88e1-1b7c8c2e50f9,J23118;RBSc36;pac,2356:2390;2398:2428;2429:4934,0
EF1,e47f2a96-543a-41e8-8c7b-b57a7ee41b5e,pac;RBSc36;J23116;T2_L3S2P21;symE;J23118;T1_L3S2P55,-1:-691;-692:-722;-726:-760;-3201:-3261;-3265:-3603;-3637:-3671;-3682:-3737,0
EF1,2039df5f-f735-41f1-b1c2-0ba60211074c,J23116;RBSc36;pac,1955:1989;1993:2023;2024:2933,0
EF1,c0537cf6-5ee1-4968-9736-aa63b8b38312,pac;T1_L3S2P55;J23107;RBSc36,3:596;600:656;3639:3673;3677:3707,0
EF1,80e7562e-1ff4-4a93-8d56-d4a62bbaf375,pac;J23116;symE;T2_L3S2P21,1:110;121:155;194:532;536:596,0
EF1,3240c759-edd3-4306-adbb-ea6bce2e06a7,T2_L3S2P21;J23102;J23116;symE,296:356;2803:2837;3049:3083;3120:3153,0
EF1,beb74774-1d6a-46cb-864d-d5aa9bf61786,pac;T1_L3S2P55;J23116;RBSc58;symE;T2_L3S2P21;J23102;RBSc36,10:726;730:781;803:836;840:870;871:1209;1213:1273;3722:3756;3760:3790,0
EF1,4c71381e-8de0-460e-a528-7f9386607ef3,pac;J23107,-1:-1556;-1591:-1625,0
EF1,056c58ec-289a-44df-9dd2-19891ffbeffb,J23116,296:330,0
EF1,b54df30a-1803-463d-ade4-9c1c33c53b38,RBSc42;J23118;J23102;T2_L3S2P21;symE,-196:-226;-230:-264;-476:-510;-2954:-3014;-3018:-3145,0
EF1,30c19bd1-a749-42f7-a7df-4a325c68f376,J23102;J23113;RBSc36;symE;T2_L3S2P21,801:835;1047:1081;1085:1115;1116:1453;1457:1518,0
EF1,fc1f19d5-e018-4e44-887d-99912dd70c26,T2_L3S2P21;symE;J23113;T1_L3S2P55;pac;RBSc36;J23102,-2108:-2169;-2173:-2512;-2546:-2580;-2590:-2646;-2650:-5187;-5188:-5218;-5222:-5256,0
EF1,610f60ce-9a1b-4862-a47a-8650b3a995fe,J23102;RBSc36;pac;T1_L3S2P55;J23113;RBSc13;symE;T2_L3S2P21,339:373;377:407;408:2938;2942:2998;3009:3043;3047:3077;3078:3416;3420:3477,0
EF1,d98eca07-73fc-454b-96d5-08393175c042,pac;J23102,-1:-41;-77:-111,0
EF1,44ac6bf5-c84a-488a-8d1c-68425e3702f5,J23102;RBSc36,427:461;465:492,0
EF1,c4e169cc-70de-44ca-b9ea-0a25064819a7,J23113;RBSc36;pac,916:950;954:984;985:1081,0
EF1,774d1fde-02cd-4d86-b70f-f7cd1d312a06,J23107,191:225,0
EF1,c2591052-19a9-471b-afee-6ac9b614a10b,J23107,-690:-724,0
EF1,7f4aa6c1-e2db-4433-bd4c-0fb94332211e,J23118;RBSc36;pac;T1_L3S2P55;J23116;symE;T2_L3S2P21,297:331;335:365;366:2902;2906:2962;2973:3007;3043:3380;3384:3444,0
EF1,0e66d638-70d0-4166-9521-7aef80defef7,J23116,1266:1300,0
EF1,fc37170e-bf9d-48eb-bb91-2d7e53cf1b8e,pac;T1_L3S2P55;J23107;RBSc36;symE;T2_L3S2P21,1425:3962;3975:4019;4030:4064;4068:4098;4099:4437;4441:4500,0
EF1,0842698d-c3da-40b8-8d5d-3f86140dca52,J23116;RBSc36;pac,902:936;940:970;971:1891,0
EF1,fa6217f4-b71b-495d-9b37-7edc4ced5964,J23116,161:195,0
EF1,b6271048-ea1f-48cf-8926-e10e419ef485,J23107,509:543,0
EF1,623173b1-d7ab-4620-8e9f-8c35f33d5d28,pac;T1_L3S2P55;J23116;symE;T2_L3S2P21;J23102;RBSc36,1:1122;1126:1181;1192:1226;1261:1596;1600:1629;4088:4122;4126:4156,0
EF1,c7daa183-8b88-4cce-9404-4fb1d4d6f451,J23116,-1130:-1164,0
EF1,ac1c87cb-6828-45f4-8d38-12030a7e26c9,J23113,-516:-544,0
EF1,cd704f9a-888b-4ab9-a5a0-7362bcb93d78,T2_L3S2P21;symE;J23113,-324:-384;-394:-725;-759:-788,0
EF1,8ac50a8a-4318-45d2-baea-fc980e89fdfb,J23118,-4:-38,0
EF1,aaecb7cc-2317-46d0-91c2-fc2a5d143233,T1_L3S2P55;J23107;RBSc58;symE;T2_L3S2P21;RBSc36;pac,1480:1536;1547:1581;1585:1615;1616:1954;1958:2017;4499:4529;4530:5578,0
EF1,f9fff679-2981-4f93-a2ef-8f6e358ff358,J23116;pac,435:469;503:1128,0
EF1,611f7860-c66b-4136-84e7-15cddc6fb872,J23116,-233:-267,0
EF1,aa954857-4506-4cdc-aa58-46f856893a66,J23113,-521:-555,0
EF1,c20f5b3c-06c5-49ba-9b41-558561fc239f,pac;J23116;RBSc33;symE;J23118;RBSc36,1:674;685:719;723:753;754:1092;3525:3559;3563:3593,0
EF1,df7f5a76-bbd2-4658-8366-bae28b56454b,pac;T1_L3S2P55;J23107;RBSc58;symE;T2_L3S2P21,1:113;117:167;183:217;221:251;252:590;594:653,0
EF1,0715c31b-95fb-4ea3-8a54-439d91ae1722,pac;T1_L3S2P55;J23113;symE;T2_L3S2P21,1:584;588:644;655:690;727:1065;1069:1128,0
EF1,aff2deae-982b-4af1-a034-386ac06988ff,J23116,-1480:-1514,0
EF1,b63e95e7-f023-4dea-bd78-b5fa25078229,J23100;T1_L3S2P55;pac;RBSc36;J23116,-1205:-1239;-1250:-1305;-1309:-3851;-3852:-3882;-3886:-3920,0
EF1,51bd778c-dbcb-4a37-8fe1-20d63900caf6,T2_L3S2P21;symE;RBSc36;J23107;T1_L3S2P55,-1678:-1720;-1746:-2082;-2083:-2113;-2117:-2151;-2162:-2218,0
EF1,8b2dc029-d876-4987-a575-2e2822e1857c,T1_L3S2P55;RBSc42;symE;T2_L3S2P21;J23113;pac,1734:1790;1839:1869;1870:2208;2212:2267;4714:4748;4782:5076,0
EF1,e5c97957-7f56-439f-b0e7-041f91d4c40c,J23102;RBSc36,626:660;664:694,0
EF1,59229a75-80b3-4e13-ad64-93997f1915a1,J23116,-231:-265,0
EF1,d0fc331c-942c-42da-b120-860576914a02,J23118;RBSc36;pac,2274:2308;2312:2342;2343:3453,0
EF1,0c89c93a-e847-4382-b675-e74a40b10722,J23102;J23113;RBSc36;symE;T2_L3S2P21,73:107;318:352;356:386;387:724;728:777,0
EF1,146568a8-493e-446c-bed2-30c7863e18c1,pac;RBSc36;J23113,-16:-305;-306:-336;-340:-374,0
EF1,4d6d8ed2-f8c8-43c6-997f-317530e60bed,pac;T1_L3S2P55;J23113;RBSc13;symE;T2_L3S2P21;J23116;RBSc36,1:418;422:478;489:523;527:557;558:896;900:959;3398:3432;3436:3466,0
EF1,81da8b7f-798a-4a00-b889-d4ce68eec24a,J23116,1798:1832,0
EF1,076d7785-e49f-4d40-af5e-ba9a58dd93e7,RBSc36;J23113,-59:-89;-93:-127,0
EF1,6884ded1-601c-41fe-834d-a4412a0b0684,symE;RBSc36;J23107;J23116,-2484:-2822;-2823:-2853;-2859:-2893;-2966:-3000,0
EF1,ff6e44e1-f451-42ac-bf49-29b9d5c4033f,J23116,-859:-893,0
EF1,e0fd491b-f5ab-4f5b-983c-9a276cb6de3a,pac;RBSc36;J23113;T2_L3S2P21;symE;RBSc42;J23107;T1_L3S2P55,-1:-547;-548:-578;582:611;-3055:-3114;-3118:-3456;-3457:-3487;-3491:-3525;-3536:-3591,0
EF1,60992808-bb23-4052-9718-20728ecc1bcf,T2_L3S2P21;symE;J23107;T1_L3S2P55;pac;RBSc36;J23118,-185:-245;-249:-589;-623:-657;-668:-722;-723:-3257;-3258:-3288;-3292:-3326,0
EF1,affbcb1d-89e9-4b17-9dd7-66c2f927eb5a,symE;T2_L3S2P21;J23113;RBSc36;pac;T1_L3S2P55;J23107;RBSc58,7:121;125:184;2630:2664;2668:2698;2699:5239;5243:5294;5310:5344;5348:5378,0
EF1,b5603fdf-5baf-41d9-bc88-84fef4092c24,RBSc36;J23100;T1_L3S2P55;pac,-1179:-1209;-1213:-1245;-1258:-1314;-1318:-1838,0
EF1,5375377d-e908-4ff7-8e5d-5fba943cc662,J23113;T2_L3S2P21;symE;RBSc42;T1_L3S2P55;pac,-2235:-2269;-4696:-4757;-4761:-5096;-5101:-5131;-5178:-5223;-5236:-5537,0
EF1,d437b2c7-34b5-4c64-ac35-04520d774766,J23116,1909:1943,0
EF1,b85cdccd-a686-4e40-a2e7-c4401f9aecfd,J23113;RBSc36;pac,504:538;542:572;573:2825,0
EF1,b5281d47-ab27-4477-9562-51247ccd8d4f,J23116;RBSc36;pac,906:940;944:974;975:2417,0
EF1,963237ba-6ac8-4025-92a1-7e2727fad9b6,J23107,-304:-338,0
EF1,3557802a-e856-4ccb-bfe9-b85a712ffd7f,J23118;RBSc36;pac,355:389;393:423;424:2264,0
EF1,5e6e5a21-db04-4d13-bc07-d3bd726f181f,J23118,1997:2031,0
EF1,44e5525e-f674-472b-8718-9421d2296434,pac;T1_L3S2P55;symE;T2_L3S2P21;J23113;RBSc36,1:471;475:531;611:946;950:1010;3453:3487;3491:3521,0
EF1,444144f8-3391-4175-8577-93385737ba5e,T2_L3S2P21;symE;RBSc58;T1_L3S2P55;pac;RBSc36;J23107,-1398:-1458;-1463:-1797;-1799:-1828;-1876:-1928;-1934:-4473;-4474:-4504;-4508:-4542,0
EF1,3b5622e8-d1cf-42e7-bdb6-728cf33f9f5a,symE;J23113;T1_L3S2P55;pac,-1:-153;-187:-221;-232:-288;-292:-451,0
EF1,6f1bb11b-1f50-4e16-9252-320e2f4ab8d1,J23116,-833:-867,0
EF1,506fb30b-9e96-4272-8612-205e3221e3c8,J23113,-1340:-1374,0
EF1,6f6d24ce-c4db-41a8-998d-3e3f19452281,J23116,-923:-957,0
EF1,ef0ab1e5-3292-4948-89c4-e5900bdf702d,J23116,-695:-729,0
EF1,477e405d-7f20-4e72-98d1-1d493954a13d,J23116,709:743,0
EF1,eca6c194-df16-4531-a331-eb327c4035c6,pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,1:1216;1220:1276;1287:1321;1325:1355;1356:1694;1698:1758,0
EF1,3aac7fad-f5a0-41da-a5d6-d18a1e1c27f1,pac;RBSc36;J23116;T2_L3S2P21;symE;RBSc13;J23113;T1_L3S2P55,-1:-129;-130:-160;164:195;-2650:-2709;-2713:-3051;-3052:-3082;-3086:-3120;-3131:-3187,0
EF1,9cb1fe86-229d-4850-ade7-ca3f85d758c0,pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,4:1259;1263:1317;1328:1362;1366:1396;-1403:-1737;1741:1801,0
EF1,745541f8-6560-4c58-b261-5e24e2c1ed5c,J23116,-387:-421,0
EF1,b330054a-0257-49bf-8614-aa8f27db462a,J23102;RBSc36;symE;T2_L3S2P21,1988:2022;2026:2056;2057:2395;2399:2459,0
EF1,ccaf494a-58c5-41e8-a816-528766885f62,pac;RBSc36;J23116,-1:-432;-433:-463;-467:-501,0
EF1,97053906-6a69-4129-af2a-ad101736451d,J23116,135:169,0
EF1,850d3bf9-f958-47b2-82a5-ff4a949f8938,J23116;RBSc36;pac,385:419;423:453;454:1288,0
EF1,4e27eca7-8cd5-483e-805c-90a6dd784e19,pac;RBSc36;J23118;T2_L3S2P21;symE,-1:-817;-818:-848;-852:-886;-3321:-3381;3385:3687,0
EF1,bae1291a-3587-4bbe-a2dc-5ffa98f8b674,J23116,1612:1646,0
EF1,36523e2f-e0f3-4fc2-8c70-ccb6e4d4d5c9,pac;T1_L3S2P55;J23100;RBSc42;symE;T2_L3S2P21,1:103;107:163;174:208;212:242;243:580;584:633,0
EF1,5ff14090-418b-4a39-b735-9386b3bae321,J23116,1862:1896,0
EF1,b84f5624-3d78-4bed-9b9d-79a62762f73f,J23102;J23107;RBSc58;symE;T2_L3S2P21,1867:1901;2113:2147;2151:2181;2182:2520;2524:2582,0
EF1,3e1e213f-84f6-44d4-8a42-49fe236810b7,J23116,-792:-826,0
EF1,97dec22b-d58f-4413-b9bd-463cbe40cf77,J23116,959:993,0
EF1,5f470bf1-ee2c-4d4f-a229-4804e88cbf83,T1_L3S2P55;RBSc42;symE;T2_L3S2P21;J23113;RBSc36;pac,2184:2226;2276:2306;2307:2647;2651:2712;5144:5178;5182:5212;5213:5585,0
EF1,5b3917c5-97fe-4a00-8a37-5f4439ca7724,pac;RBSc36;J23118,-1:-1290;-1291:-1321;-1325:-1359,0
