experiment,read,sequence,start_flank,end_flank,read_length
EF1,6159eca9-2205-48a6-8b2e-d30e12bf072a,1:90-no_hits;91:125-J23116;159:489-symE;500:556-T2_L3S2P21;557:1478-no_hits,90,922,1478
EF1,020933c9-338c-492a-a3c7-d04939a4b69a,1:707-no_hits;708:742-J23116;743:849-no_hits,707,107,849
EF1,07f291ff-56eb-4219-8c94-1c9775f634ae,1:122-no_hits;123:157-J23116;158:855-no_hits,122,698,855
EF1,bc41ecd2-ab1b-4254-9f31-c4fc0ced8a6f,1:1682-no_hits;1683:1717-J23116;1718:2241-no_hits,1682,524,2241
EF1,5d735314-0836-4b45-9326-d6cb5968b7fd,1:2289-no_hits;2290:2320-RBSc36;2324:2358-J23102;4814:4874-T2_L3S2P21;4878:5216-symE;5217:5247-RBSc42;5251:5285-J23113;5300:5349-T1_L3S2P55;5353:5588-pac;5589:5588-no_hits,2289,0,5588
EF1,ad01410c-dec6-4d3c-9b7a-30ca56165cf2,1:866-no_hits;867:897-RBSc36;898:3435-pac;3439:3495-T1_L3S2P55;3506:3540-J23113;3576:3915-symE;3919:3979-T2_L3S2P21;3980:5579-no_hits,866,1600,5579
EF1,fcb23830-89b9-4d82-b7d5-a0005824c2f3,1:17-no_hits;18:74-T1_L3S2P55;78:2615-pac;2616:2646-RBSc36;2650:2684-J23100;2685:4220-no_hits,17,1536,4220
EF1,cc899cbc-bb06-45dd-ad3a-f1bbff1d16ab,1:225-pac;249:305-T1_L3S2P55;353:383-RBSc42;384:715-symE;719:777-T2_L3S2P21;3193:3227-J23102;3228:5494-no_hits,0,2267,5494
EF1,01e585b3-a815-453d-966f-67fec45e41dc,1:13-no_hits;14:100-symE;101:131-RBSc58;135:169-J23113;180:236-T1_L3S2P55;240:2372-pac;2373:2372-no_hits,13,0,2372
EF1,f8611e58-5dae-4db5-af51-6bd7221cd200,1:1617-no_hits;1618:1678-T2_L3S2P21;1682:2020-symE;2021:2051-RBSc33;2055:2089-J23113;2101:2148-T1_L3S2P55;2160:4692-pac;4693:5573-no_hits,1617,881,5573
EF1,5686f8ad-4950-453a-a012-0ad0866778a4,1:4-no_hits;5:729-pac;733:789-T1_L3S2P55;800:834-J23107;870:1208-symE;1212:1272-T2_L3S2P21;3722:3752-RBSc36;3753:5533-no_hits,4,1781,5533
EF1,0d1c0145-c4d0-475c-bb38-15b47a768806,1:914-pac;915:945-RBSc36;949:981-J23113;3358:3422-T2_L3S2P21;3604:3738-symE;3773:3807-J23107;3818:3864-T1_L3S2P55;3865:5494-no_hits,0,1630,5494
EF1,fd3f52d1-1d88-47a7-a13b-99c8d2f2f64b,1:3-no_hits;4:880-pac;884:940-T1_L3S2P55;951:984-J23113;1022:1360-symE;1364:1418-T2_L3S2P21;3867:3901-J23107;3902:5572-no_hits,3,1671,5572
EF1,5253d96f-4c61-4120-a057-f492650eb63f,1:228-no_hits;229:263-J23113;264:1537-no_hits,228,1274,1537
EF1,e582f4be-cf09-4cce-a85d-a77f861e3959,1:1286-no_hits;1287:1321-J23113;1322:1529-no_hits,1286,208,1529
EF1,e695c26f-9af2-41f2-8db5-b133ff54825a,1:332-no_hits;333:367-J23116;401:484-symE;485:492-no_hits,332,8,492
EF1,58d3ba61-b6ce-4603-96d3-01847a9ac56f,1:2410-no_hits;2411:2465-T1_L3S2P55;2540:2887-symE;2891:2951-T2_L3S2P21;5369:5403-J23116;5407:5437-RBSc36;5438:5539-pac;5540:5539-no_hits,2410,0,5539
EF1,09f43c3e-1d8b-47b7-aa15-053823159a09,1:4-no_hits;5:39-J23113;50:106-T1_L3S2P55;110:2651-pac;2652:2682-RBSc36;5164:5223-T2_L3S2P21;5229:5564-symE;5565:5580-no_hits,4,16,5580
EF1,86194202-8b9b-4183-8bf5-83f4a87e3396,1:562-no_hits;563:597-J23116;598:2232-no_hits,562,1635,2232
EF1,82295f71-c3c4-4695-bbe1-b4ca9ff8c77d,1:1196-no_hits;1197:1254-T2_L3S2P21;1258:1592-symE;1593:1623-RBSc58;1672:1726-T1_L3S2P55;1729:4263-pac;4264:4294-RBSc36;4298:4332-J23113;4333:5559-no_hits,1196,1227,5559
EF1,5f8e4cee-010b-4f5e-869e-188f7905584f,1:902-no_hits;903:937-J23116;938:2236-no_hits,902,1299,2236
EF1,daca191a-188f-426e-8dab-5cc131fa029b,1:827-no_hits;828:862-J23116;863:2227-no_hits,827,1365,2227
EF1,9c271a3e-f05c-41de-92f4-dac7e219eab0,1:2059-no_hits;2060:2094-J23113;4782:4838-T1_L3S2P55;4842:5340-pac;5341:5340-no_hits,2059,0,5340
EF1,4b6f28c8-9fef-4e78-b250-fb582c4251b7,1:1571-no_hits;1572:1632-T2_L3S2P21;1635:1970-symE;1971:2001-RBSc58;2005:2039-J23107;2050:4578-pac;4579:4609-RBSc36;4613:4647-J23118;4648:5493-no_hits,1571,846,5493
EF1,918b0daf-741f-45b0-a0c0-de7c2708fcbb,1:480-no_hits;481:542-T2_L3S2P21;546:884-symE;916:950-J23100;961:1016-T1_L3S2P55;1020:1474-pac;1475:1474-no_hits,480,0,1474
EF1,dfb2a6fb-0840-49d3-ad57-920a5e0eb996,1:938-no_hits;939:973-J23116;974:2229-no_hits,938,1256,2229
EF1,f7162b71-41e7-4a5f-9ede-fb520b1dc2ef,1:962-no_hits;963:997-J23116;998:2148-no_hits,962,1151,2148
EF1,65d41cf2-420d-410e-875c-12ae84c1a825,1:428-pac;432:488-T1_L3S2P55;499:533-J23116;534:550-no_hits,0,17,550
EF1,78bc5836-9f46-4f7d-8194-ef98bcbd73b3,1:1443-pac;1444:1474-RBSc36;1478:1512-J23116;1513:2980-no_hits,0,1468,2980
EF1,a9f6eded-c25d-4a48-b70e-4c102046e87e,1:168-pac;169:199-RBSc36;203:237-J23118;238:686-no_hits,0,449,686
EF1,a737da45-6d93-47c3-ac84-5ab615eaa2c8,1:4-no_hits;5:775-pac;779:835-T1_L3S2P55;915:1253-symE;1257:1311-T2_L3S2P21;3771:3805-J23116;3809:3839-RBSc36;3840:5585-no_hits,4,1746,5585
EF1,cf551d61-51ba-4e16-a61d-443653820f3a,1:729-no_hits;730:764-J23118;768:798-RBSc36;799:855-pac;856:855-no_hits,729,0,855
EF1,36447d0c-697c-4d16-b092-e87d181d9a52,1:250-no_hits;251:281-RBSc36;282:914-pac;915:914-no_hits,250,0,914
EF1,959e3b23-a6b0-477e-b685-a84125a43ea3,1:53-no_hits;54:84-RBSc36;85:423-symE;427:486-T2_L3S2P21;487:1130-no_hits,53,644,1130
EF1,ed36c3d5-a41a-4031-8330-2e398e70cf0c,1:48-no_hits;49:79-RBSc36;80:377-no_hits,48,298,377
EF1,39dc8fec-94b1-4c48-8b8c-4f3d5f463c5f,1:450-no_hits;451:480-RBSc44;481:782-no_hits,450,302,782
EF1,aca074a1-707f-4219-8bea-956cb4e5bb91,1:342-no_hits;343:372-RBSc44;373:2222-no_hits,342,1850,2222
EF1,fcd1a534-7b81-40e7-b661-a3e583c3ec86,1:391-no_hits;392:452-T2_L3S2P21;456:791-symE;792:822-RBSc36;823:832-no_hits,391,10,832
EF1,4e6a2b37-3ea1-4918-80ba-908f5d68e856,1:2040-no_hits;2041:2071-RBSc36;2072:2225-no_hits,2040,154,2225
EF1,1af832d1-c638-4788-98f0-ee95ecbcb02c,1:1691-no_hits;1692:1722-RBSc36;1723:2201-no_hits,1691,479,2201
EF1,2adfb864-994d-45c8-8916-eb4c5c76757c,1:192-no_hits;193:222-RBSc44;223:1407-no_hits,192,1185,1407
EF1,35bf5ec6-7d11-44aa-872b-d33947cda8b4,1:20-no_hits;21:51-RBSc36;52:379-symE;383:437-T2_L3S2P21;438:789-no_hits,20,352,789
EF1,d30a6ad1-4afc-4c48-b77c-023060dd9cc0,1:527-no_hits;528:558-RBSc36;559:579-no_hits,527,21,579
EF1,4738ecc5-c8c8-4be5-b747-a94be912628c,1:1044-pac;1048:1103-T1_L3S2P55;1153:1183-RBSc13;1184:1515-symE;1526:1586-T2_L3S2P21;1587:5591-no_hits,0,4005,5591
EF1,fe9bbc3a-1941-4290-b87a-7e0a93669e78,1:23-no_hits;24:54-RBSc36;55:393-symE;397:455-T2_L3S2P21;456:1114-no_hits,23,659,1114
EF1,04a65bd3-fdff-464f-8416-a4400aea3eaf,1:1010-no_hits;1011:1041-RBSc36;1042:2228-no_hits,1010,1187,2228
EF1,5f2e8b6c-7cce-4588-bc5b-5b8c461a966c,1:3-no_hits;4:195-symE;196:226-RBSc36;278:334-T1_L3S2P55;338:1168-pac;1169:1170-no_hits,3,2,1170
EF1,7436244b-2d48-4527-9922-dbd1b5c6c23a,1:230-no_hits;231:260-RBSc44;261:908-no_hits,230,648,908
EF1,29b89ecd-8301-417b-9615-3a298e9143ed,1:672-no_hits;673:702-RBSc44;703:911-no_hits,672,209,911
EF1,88759204-d9f9-4d23-b064-70f65ffc5b4b,1:274-no_hits;275:304-RBSc44;305:387-no_hits,274,83,387
EF1,767c5d67-c83c-474b-8db3-bf438dc557c2,1:691-no_hits;692:719-RBSc36;720:2228-no_hits,691,1509,2228
EF1,8db7d423-e2e1-4293-a10f-cc2e905d344f,1:361-pac;365:421-T1_L3S2P55;470:500-RBSc33;501:582-symE;583:582-no_hits,0,0,582
EF1,b0122a68-f2d5-4043-ad90-7da9fd1134f5,1:196-pac;197:227-RBSc36;228:745-no_hits,0,518,745
EF1,02760c6b-b798-470b-ae87-2f4fedc41336,1:1898-no_hits;1899:1929-RBSc36;1930:2226-no_hits,1898,297,2226
EF1,3517c67e-681f-482c-a9ef-3f0f7301a15a,1:346-no_hits;347:377-RBSc36;378:1021-no_hits,346,644,1021
EF1,30782ec0-c476-4f1a-98d0-7debf86d5b6a,1:169-no_hits;170:200-RBSc36;201:332-no_hits,169,132,332
EF1,8a893917-fb86-431d-b906-35da5f921e43,1:884-pac;885:915-RBSc36;916:1202-no_hits,0,287,1202
EF1,6d7571bf-3c68-4106-a5c5-6350ab138c06,1:816-pac;817:847-RBSc36;848:1486-no_hits,0,639,1486
EF1,b7488b3c-259d-40ce-bb54-e264013f135c,1:2047-no_hits;2048:2078-RBSc36;2079:2224-no_hits,2047,146,2224
EF1,4bfb3e37-31d4-41a7-940d-b7d792d1ace6,1:19-no_hits;20:50-RBSc36;51:1041-pac;1042:1041-no_hits,19,0,1041
EF1,d3f6a6bf-e235-434b-973f-50f341843a1e,1:1433-no_hits;1434:1464-RBSc36;1465:2231-no_hits,1433,767,2231
EF1,be3f6b8f-f6a8-4d50-9f4b-201fc7e66e6e,1:379-pac;383:439-T1_L3S2P55;489:519-RBSc58;520:858-symE;862:922-T2_L3S2P21;923:2149-no_hits,0,1227,2149
EF1,b7283bfe-137f-4a64-bc23-513792dc3890,1:739-no_hits;740:800-T2_L3S2P21;804:1143-symE;1216:1272-T1_L3S2P55;1276:3817-pac;3818:3848-RBSc36;3849:5555-no_hits,739,1707,5555
EF1,f82085b6-151f-4fc4-a037-6bc335cbc097,1:676-no_hits;677:707-RBSc36;708:2231-no_hits,676,1524,2231
EF1,77f7533f-3bbd-4801-bb83-054e408773ba,1:6-no_hits;7:99-pac;100:130-RBSc36;131:244-no_hits,6,114,244
EF1,13070ca8-e5f1-4ea8-825b-f341770c6f6d,1:256-pac;260:316-T1_L3S2P55;366:396-RBSc36;397:735-symE;739:799-T2_L3S2P21;800:2021-no_hits,0,1222,2021
EF1,4d712f85-f0ad-4991-a62b-94a0feeb61b0,1:1217-no_hits;1218:1247-RBSc44;1248:2234-no_hits,1217,987,2234
EF1,2cd43079-de4b-43b3-b64b-9627055ab778,1:622-no_hits;623:652-RBSc44;653:926-no_hits,622,274,926
EF1,9e012d80-d7df-45fe-b9b1-e38d1d0161de,1:701-no_hits;702:759-T2_L3S2P21;763:1101-symE;1102:1132-RBSc36;1133:1141-no_hits,701,9,1141
EF1,9f95fc64-4276-4ff5-a150-8b10a9ce1780,1:710-no_hits;711:740-RBSc44;741:1343-no_hits,710,603,1343
EF1,070bf2c1-2eba-484f-911a-197e46a15f90,1:402-no_hits;403:432-RBSc44;433:2229-no_hits,402,1797,2229
EF1,91aaf780-d9b6-4456-a2d5-a120f83bc40f,1:151-pac;152:182-RBSc36;183:393-no_hits,0,211,393
EF1,11db3416-4037-48e5-8460-12edf963babe,1:3-no_hits;4:102-pac;103:133-RBSc36;134:1567-no_hits,3,1434,1567
EF1,0de3e92c-809f-4568-a3dd-13e87945e935,1:42-no_hits;43:73-RBSc36;74:744-pac;745:744-no_hits,42,0,744
EF1,0597f1f5-c09c-44dd-bec9-6d1521e4a8ad,1:1542-no_hits;1543:1573-RBSc36;1574:2223-no_hits,1542,650,2223
EF1,80ccd8c4-7f2b-4233-9547-368d9187d8d3,1:43-no_hits;44:73-RBSc44;74:2227-no_hits,43,2154,2227
EF1,109bbf4f-6378-426d-a9e7-b756a6bd4d57,1:251-no_hits;252:282-RBSc36;283:817-pac;818:818-no_hits,251,1,818
EF1,76c7ebfa-53ad-4cf9-a86a-97454e6ff5ef,1:411-no_hits;412:442-RBSc36;443:2018-no_hits,411,1576,2018
EF1,9b2b84e7-3592-4d91-94cd-d8d1f515160b,1:917-no_hits;918:948-RBSc36;949:1533-pac;1534:1533-no_hits,917,0,1533
EF1,331d7e0b-017b-4f6c-90f3-733e15e651dd,1:153-no_hits;154:183-RBSc44;184:842-no_hits,153,659,842
EF1,4ba928f1-5356-4ee6-9d9d-657472308c84,1:1125-no_hits;1126:1155-RBSc44;1156:2223-no_hits,1125,1068,2223
EF1,b5062f97-81de-4aac-89a3-750f16afec10,1:372-no_hits;373:403-RBSc36;404:934-no_hits,372,531,934
EF1,270c47c4-8774-4674-bc2d-a5ec8322d4db,1:1-no_hits;2:42-T2_L3S2P21;46:383-symE;384:414-RBSc58;466:522-T1_L3S2P55;526:1159-pac;1160:1161-no_hits,1,2,1161
EF1,936e783a-086f-4c6b-900f-adac883160a6,1:327-no_hits;328:358-RBSc36;359:2475-pac;2476:2475-no_hits,327,0,2475
EF1,d3669fa6-66f4-455d-b581-450f25dbdf2a,1:2252-no_hits;2253:2311-T2_L3S2P21;2315:2656-symE;2657:2687-RBSc42;2735:2791-T1_L3S2P55;2795:5325-pac;5326:5560-no_hits,2252,235,5560
EF1,bf61a6d8-f73f-4d37-a304-da9382a73842,1:1854-no_hits;1855:1885-RBSc36;1886:2221-no_hits,1854,336,2221
EF1,d347e40d-389d-43b4-b2d0-584f028b19fb,1:581-pac;582:612-RBSc36;613:642-no_hits,0,30,642
EF1,edd88a8e-fdef-441c-a04a-94aece873cbb,1:370-no_hits;371:430-T2_L3S2P21;434:771-symE;772:802-RBSc42;852:907-T1_L3S2P55;911:3448-pac;3449:3479-RBSc36;3480:5695-no_hits,370,2216,5695
EF1,0a36fb54-c36e-4555-b12c-b4140a00eb90,1:736-no_hits;737:767-RBSc36;817:873-T1_L3S2P55;877:3213-pac;3214:3213-no_hits,736,0,3213
EF1,66de7274-c730-43ee-a45c-399b3391ed6b,1:449-no_hits;450:480-RBSc36;481:655-no_hits,449,175,655
EF1,a5b20b59-6544-47b1-8e3d-d6e4606c1aea,1:1121-no_hits;1122:1151-RBSc44;1152:2218-no_hits,1121,1067,2218
EF1,9e5988eb-b945-49c0-bd6f-26cf0ffd4a17,1:25-no_hits;26:1230-pac;1231:1261-RBSc36;1262:1729-no_hits,25,468,1729
EF1,2027b2e3-cc02-4c3d-a0ef-aec365a4b573,1:9-no_hits;10:346-pac;347:377-RBSc36;378:593-no_hits,9,216,593
EF1,c36fa1ea-814f-4bfa-b74d-dc21d56f7b2d,1:1437-no_hits;1438:1468-RBSc36;1469:1609-no_hits,1437,141,1609
EF1,b66663c9-e214-4a49-ae2e-fb39f0144efa,1:8-no_hits;9:69-T2_L3S2P21;73:412-symE;413:443-RBSc36;444:780-no_hits,8,337,780
EF1,631c0bdf-636d-47f0-bcef-68d373ea4575,1:261-symE;262:291-RBSc44;340:1672-pac;1673:1672-no_hits,0,0,1672
EF1,5649603b-df39-458f-aedd-aef5928d7676,1:214-no_hits;215:245-RBSc36;246:274-no_hits,214,29,274
EF1,f30425fa-9ef7-4c93-b09d-b001c652f0db,1:13-no_hits;14:44-RBSc42;92:435-pac;436:439-no_hits,13,4,439
EF1,6f065e67-acb0-439f-97f2-5dd53e595fe6,1:96-no_hits;97:127-RBSc36;128:461-no_hits,96,334,461
EF1,c6773803-5aa7-44b5-9233-51c8230eac22,1:1174-no_hits;1175:1205-RBSc36;3682:3741-T2_L3S2P21;3745:4083-symE;4084:4114-RBSc42;4166:4222-T1_L3S2P55;4226:4731-pac;4732:4731-no_hits,1174,0,4731
EF1,1b4c0a48-76c5-4e1b-a0e1-a975197dbf90,1:509-no_hits;510:540-RBSc36;541:1671-pac;1672:1671-no_hits,509,0,1671
EF1,08888d0f-81d1-4c87-ba6f-e4c6b9645b61,1:410-no_hits;411:441-RBSc36;442:1567-no_hits,410,1126,1567
EF1,be992f04-4183-4c4b-8bba-dd60b1a3bac9,1:30-no_hits;31:326-symE;330:389-T2_L3S2P21;2870:2900-RBSc36;2901:3703-pac;3704:3706-no_hits,30,3,3706
EF1,71c30965-453a-4d2a-b616-8408b28fb77e,1:363-no_hits;364:702-symE;703:733-RBSc36;835:991-pac;992:995-no_hits,363,4,995
EF1,a4f34dad-71f7-4814-9cbb-b4c60c9e3e91,1:770-no_hits;771:801-RBSc36;802:2169-no_hits,770,1368,2169
EF1,08b8056d-88cc-4683-b27b-e25d7ad2fc7a,1:867-no_hits;868:898-RBSc36;899:2234-no_hits,867,1336,2234
EF1,1298270c-1c4f-49c4-87de-e972ab4d6fd3,1:1542-no_hits;1543:1573-RBSc36;1574:2231-no_hits,1542,658,2231
EF1,d3490d38-8d03-4825-a7ed-8524a3926d71,1:1254-no_hits;1255:1285-RBSc36;1286:1565-no_hits,1254,280,1565
EF1,d984acae-fe02-41b1-af41-b1f026da8275,1:577-no_hits;578:608-RBSc36;609:2229-no_hits,577,1621,2229
EF1,790fab2b-61c4-46a7-a5bc-b6a62b4b9a76,1:870-no_hits;871:901-RBSc36;902:2230-no_hits,870,1329,2230
EF1,8749a39a-b4e9-4c1b-8c90-30d4abf09f17,1:443-no_hits;444:473-RBSc44;474:2225-no_hits,443,1752,2225
EF1,3dfdfaf9-e72c-48a3-b286-80612776352d,1:215-no_hits;216:554-symE;555:585-RBSc42;586:590-no_hits,215,5,590
EF1,2d8cf5f9-d642-4b76-887f-48ea2a49e19f,1:434-no_hits;435:476-T2_L3S2P21;496:835-symE;836:866-RBSc36;914:960-T1_L3S2P55;974:1402-pac;1403:1405-no_hits,434,3,1405
EF1,32deea34-bd26-416a-9bd1-9072bf72febe,1:2009-no_hits;2010:2040-RBSc36;2041:2225-no_hits,2009,185,2225
EF1,fcd0c6ba-8fa5-4b56-bb9c-72674e25621b,1:228-no_hits;229:259-RBSc36;260:763-no_hits,228,504,763
EF1,729a4be9-056e-4806-85fe-5187eb1f9c64,1:1309-no_hits;1310:1361-T1_L3S2P55;1380:1716-symE;1720:1778-T2_L3S2P21;4258:4288-RBSc36;4289:4657-pac;4658:4657-no_hits,1309,0,4657
EF1,bfa0ba8c-ecd0-4ed2-b5bc-8508600a9216,1:33-no_hits;34:64-RBSc36;65:403-symE;407:466-T2_L3S2P21;467:3105-no_hits,33,2639,3105
EF1,449ff10e-4366-49b3-a36f-65f566abad27,1:140-symE;141:171-RBSc42;220:276-T1_L3S2P55;280:470-pac;471:471-no_hits,0,1,471
EF1,746e2ed0-12c2-4368-ae37-7be66d180d90,1:30-no_hits;31:60-RBSc44;61:1122-no_hits,30,1062,1122
EF1,82c3eb21-ecf5-49e8-baae-6a0006211771,1:687-no_hits;688:718-RBSc36;719:1585-pac;1586:1587-no_hits,687,2,1587
EF1,626acec5-f48a-49b6-be01-047388e52646,1:628-no_hits;629:659-RBSc36;660:690-no_hits,628,31,690
EF1,f005c4d1-9b4e-48fa-8272-1460633c82a7,1:188-symE;189:219-RBSc42;267:306-T1_L3S2P55;307:306-no_hits,0,0,306
EF1,9d6a9294-5267-4169-b5f0-b9467786a815,1:1223-no_hits;1224:1254-RBSc36;1255:1412-no_hits,1223,158,1412
EF1,0b68b1cb-cc27-42af-97b7-4beda094ffcb,1:143-no_hits;144:174-RBSc36;175:415-no_hits,143,241,415
EF1,3e46aee0-e65e-418d-979e-5ccc13355370,1:2-no_hits;3:298-symE;299:2199-no_hits,2,1901,2199
EF1,4a728ecf-1d88-4575-a68a-d846ec60d3d7,1:714-pac;715:714-no_hits,0,0,714
EF1,f566a58b-5492-4c74-a968-c560b110c91a,1:199-pac;200:199-no_hits,0,0,199
EF1,6b609502-9edc-4897-aca0-26836f176c69,1:275-no_hits;276:338-T2_L3S2P21;342:411-symE;412:411-no_hits,275,0,411
EF1,63dffd67-cb74-4671-a675-e83c23930c98,1:277-pac;278:279-no_hits,0,2,279
EF1,f5daedbe-5c04-4bb3-b389-fba9ba5cc927,1:579-pac;580:580-no_hits,0,1,580
EF1,7f8d98e2-8d10-4964-8e79-350c5efef83e,1:30-no_hits;31:1301-pac;1302:1301-no_hits,30,0,1301
EF1,08a0330a-b691-436b-86d8-dc25a1758f92,1:1876-pac;1877:1876-no_hits,0,0,1876
EF1,b1c4f8ac-05e3-4ad8-a430-2887fea71513,1:648-pac;649:649-no_hits,0,1,649
EF1,8dae2b4f-2444-4ecb-a9fd-d2dcd205ea1c,1:277-pac;278:285-no_hits,0,8,285
EF1,ccdad2b7-d8a2-4890-9c7a-d2da265d15f5,1:834-pac;835:834-no_hits,0,0,834
EF1,2c00c23e-29fd-42d4-beaf-d1dd18373bec,1:224-pac;225:242-no_hits,0,18,242
EF1,f7803e73-0243-45ec-b615-36bc3f31c0df,1:1358-pac;1359:1358-no_hits,0,0,1358
EF1,39f170a5-ff12-4b84-9804-b455b97e7422,1:17-no_hits;18:217-symE;218:217-no_hits,17,0,217
EF1,11649058-66df-419c-9f96-ff0634cda1b0,1:45-symE;49:99-T2_L3S2P21;100:964-no_hits,0,865,964
EF1,90f2e53a-015d-471a-94cd-24ca19626ddd,1:17-no_hits;18:457-pac;458:457-no_hits,17,0,457
EF1,d1a09bb2-f3c8-4998-b5d9-cfd5996050e5,1:812-pac;813:818-no_hits,0,6,818
EF1,3183dd5a-839a-464b-a2de-518113e691f0,1:358-pac;359:358-no_hits,0,0,358
EF1,35cdbdfa-61b0-41ab-9928-edcbdbd1df9a,1:369-pac;370:369-no_hits,0,0,369
EF1,76b6b0c6-ccb2-4515-9b05-c7546f991263,1:389-no_hits;390:446-T2_L3S2P21;452:651-symE;652:651-no_hits,389,0,651
EF1,6617b797-5579-43c6-9062-a781f446ca37,1:397-no_hits;398:458-T2_L3S2P21;462:703-symE;704:703-no_hits,397,0,703
EF1,01712eb7-cadd-45be-be3b-c3760b6ecaa0,1:303-no_hits;304:637-symE;638:1402-no_hits,303,765,1402
EF1,86e46bcd-4d52-4dab-80c4-f50043643d65,1:312-pac;313:313-no_hits,0,1,313
EF1,0443029c-65fd-42fc-a8c2-480df27ff761,1:303-pac;304:305-no_hits,0,2,305
EF1,230cfdcb-1de1-477f-abb2-5cbd1e4f1582,1:1865-no_hits;1866:2137-symE;2138:2137-no_hits,1865,0,2137
EF1,664b3dcf-142c-4bec-a621-e4c6ab4bb766,1:1162-pac;1163:1162-no_hits,0,0,1162
EF1,1f169174-a756-4143-97c2-0d86ba2a9f93,1:696-pac;697:696-no_hits,0,0,696
EF1,94e17f91-b4ec-40f4-a268-9ade8cd6a14e,1:39-symE;43:89-T2_L3S2P21;90:514-no_hits,0,425,514
EF1,984c3e54-5b92-4271-b596-b2257d0e82d9,1:1561-pac;1562:1561-no_hits,0,0,1561
EF1,a5f406fe-871b-4e52-84fd-c7149e0f2204,1:990-pac;991:990-no_hits,0,0,990
EF1,a8f56da0-36c1-41dc-b98a-86b0003fcb52,1:1292-pac;1293:1292-no_hits,0,0,1292
EF1,ca2e2975-a509-4363-84aa-c38e15753785,1:446-pac;447:449-no_hits,0,3,449
EF1,54e022f1-5eec-4aea-a819-513605da8243,1:316-pac;317:317-no_hits,0,1,317
EF1,0ac989b1-1998-47c4-be58-13d02c2f9c48,1:5-no_hits;6:491-pac;492:493-no_hits,5,2,493
EF1,404dd8fa-b258-4479-9ca9-1e6a16df737c,1:124-pac;125:128-no_hits,0,4,128
EF1,2515b0d6-4f6a-43ad-bee3-73f4cab7093d,1:1056-no_hits;1057:1117-T2_L3S2P21;1121:1161-symE;1162:1162-no_hits,1056,1,1162
EF1,b4602038-0410-4375-8fea-648c822b28ab,1:2-no_hits;3:265-pac;266:266-no_hits,2,1,266
EF1,e3dd6f59-6f53-4449-9996-178a4f8c4e4f,1:374-no_hits;375:427-T2_L3S2P21;431:769-symE;852:905-T1_L3S2P55;909:3445-pac;3446:3793-no_hits,374,348,3793
EF1,72f2b3cf-baaa-44ed-a24f-91bec5ff0966,1:1-no_hits;2:1885-pac;1886:1891-no_hits,1,6,1891
EF1,aca21b3d-2021-4b1c-a2c3-31b1508a2065,1:166-pac;167:170-no_hits,0,4,170
EF1,c456101f-9ad5-454c-af56-260bcbea2148,1:4-no_hits;5:636-pac;637:636-no_hits,4,0,636
EF1,3e8ec14d-6007-42ca-89b4-f012d53fd2d3,1:20-no_hits;21:256-symE;257:258-no_hits,20,2,258
EF1,f9c213ab-b156-4d49-a1c5-51eae4aa7fd7,1:468-pac;469:470-no_hits,0,2,470
EF1,1512997c-0b74-4340-9204-a6db1012e188,1:368-no_hits;369:429-T2_L3S2P21;433:560-symE;561:562-no_hits,368,2,562
EF1,f36ba721-0fb1-4f6c-93b5-5b8b9b58f64c,1:17-no_hits;18:377-pac;378:377-no_hits,17,0,377
EF1,d3355ae4-5ce2-48ec-b1d0-49f897fb807c,1:172-pac;173:172-no_hits,0,0,172
EF1,8c2e2d0c-78fd-458f-bd6f-d2243ea06ba0,1:1280-pac;1281:1280-no_hits,0,0,1280
EF1,af4cbe50-b0bf-4820-8048-43c256ce1f5e,1:8-no_hits;9:554-pac;555:555-no_hits,8,1,555
EF1,d5d28ce6-716c-4620-80d0-613c0075cd48,1:152-pac;153:173-no_hits,0,21,173
EF1,67bc6f5e-35b3-4d94-bde2-7fe534641aed,1:565-pac;566:574-no_hits,0,9,574
EF1,7a0b7aa6-5e36-4ac1-8701-c579d53a8c40,1:525-pac;526:559-no_hits,0,34,559
EF1,4b536c38-2ff3-4665-be2b-337e083be6ff,1:613-pac;614:616-no_hits,0,3,616
EF1,e4e341c2-1fbe-4803-a893-df03673de86a,1:392-pac;393:393-no_hits,0,1,393
EF1,aa273d6f-2eed-4503-ac05-2b65b10d3470,1:342-pac;343:343-no_hits,0,1,343
EF1,4ea413d4-b1e2-43cd-90e5-c3bf6dc46436,1:308-pac;309:308-no_hits,0,0,308
EF1,69c25ba8-1976-4989-afb5-70834f48ad7f,1:1221-pac;1222:1221-no_hits,0,0,1221
EF1,c8e405c4-82e4-43e1-851a-3d986f34998a,1:725-no_hits;726:774-T2_L3S2P21;789:1125-symE;1199:1254-T1_L3S2P55;1258:3539-pac;3540:3539-no_hits,725,0,3539
EF1,4f4d37a1-ad53-4b0f-acf2-dc6c75b46821,1:1339-pac;1340:1340-no_hits,0,1,1340
EF1,7847fbe5-29ab-496f-820e-32c9cf234f8c,1:4-no_hits;5:346-symE;356:412-T1_L3S2P55;416:574-pac;575:574-no_hits,4,0,574
EF1,f08a1981-8bbb-4b60-bdfc-89ab37d9855d,1:3-no_hits;4:283-pac;284:283-no_hits,3,0,283
EF1,a4e221e0-bb27-4ed7-9c3c-554c0854250e,1:692-pac;693:692-no_hits,0,0,692
EF1,e294ef61-a58c-4c5e-8b1e-21befb5d4c62,1:16-no_hits;17:497-pac;498:498-no_hits,16,1,498
